business_id,business_name,product_title,city,state,review_month,review_count,avg_rating,extreme_rating_share,avg_review_length,avg_anomaly_score,max_anomaly_score,suspicious_review_density,review_volume_change,rating_shift,extreme_rating_share_shift,review_length_shift,behavioral_drift_score,feature_drift_score,prediction_drift_score,model_drift_score,retraining_alert,decision_score
B07YSRJH8Z,"Facial-Flex Replacement Bands - 3 Month Supply of Facial Flex Bands, 6 Oz. Latex-Free Resistance","Facial-Flex Replacement Bands - 3 Month Supply of Facial Flex Bands, 6 Oz. Latex-Free Resistance",,,2020-07-01,1,1.0,1.0,130.0,0.9993366312663865,0.9993366312663865,1.0,-0.6666666666666666,-2.6666666666666665,0.6666666666666667,1.2413793103448276,0.8,0.05163100268409368,0.03389677751098572,0.0436506013561951,False,0.8063154111466645
B000Q9AKVE,Panasonic Close Curves Wet/Dry Ladies Shaver,Panasonic Close Curves Wet/Dry Ladies Shaver,,,2009-11-01,1,2.0,0.0,2837.0,1.0,1.0,1.0,-0.5,-3.0,-1.0,6.407310704960835,0.7749999999999999,0.026221897639812614,0.12803777177168138,0.07203904099915356,False,0.804555856149873
B0777ZN9M4,"Charcoal Peel Off Mask, Black Face Mask for Men and Women, Blackheads Remover and Extractor, Black Activated Charcoal Mask for Face, Deep Pore Cleansing Mask (2.7 fl. oz./80ml)","Charcoal Peel Off Mask, Black Face Mask for Men and Women, Blackheads Remover and Extractor, Black Activated Charcoal Mask for Face, Deep Pore Cleansing Mask (2.7 fl. oz./80ml)",,,2020-01-01,1,2.0,0.0,1018.0,1.0,1.0,1.0,-0.8,-1.7999999999999998,-0.8,13.668587896253602,0.7949999999999999,0.052061980622229866,0.01688680594395404,0.03623315201700575,False,0.8041849728025509
B09C4QV3CZ,Creamy Petroleum Jelly Vitamin E Enriched 7.0oz (Pack of 2 Tube),Creamy Petroleum Jelly Vitamin E Enriched 7.0oz (Pack of 2 Tube),,,2021-08-01,1,2.0,0.0,2.0,1.0,1.0,1.0,-0.5,-3.0,-1.0,-0.9818181818181818,0.7713636363636364,0.05959347191105532,0.08212283488418919,0.06973168524896556,False,0.8033006618782539
B08C98FNR8,TanRain Wig female long wave curly all bangs synthetic wig natural realistic heat clothing party size a variety of colors available wig black women (Black mix Light Brown),TanRain Wig female long wave curly all bangs synthetic wig natural realistic heat clothing party size a variety of colors available wig black women (Black mix Light Brown),,,2021-10-01,1,1.0,1.0,8.0,1.0,1.0,1.0,-0.5,-3.5,0.5,-0.9438596491228071,0.7637719298245613,0.059682634214919275,0.08699728431011071,0.07197422675775542,False,0.8017391164698036
B08HM2D1V3,"Eyenjoy Eyelash Extension Shampoo 2 Bottle 50ml with 4 Brush Kit,Eyelid Foaming Cleanser,Lash Cleanser for Extensions Mascara Remover For Sensitive Skin-For Home & Salon Use","Eyenjoy Eyelash Extension Shampoo 2 Bottle 50ml with 4 Brush Kit,Eyelid Foaming Cleanser,Lash Cleanser for Extensions Mascara Remover For Sensitive Skin-For Home & Salon Use",,,2021-04-01,4,1.0,1.0,92.0,0.8353401673165705,0.8353401673165705,1.0,3.0,-3.0,1.0,5.571428571428571,1.0,0.057800067380601956,0.0628483695316578,0.06007180334857709,False,0.8013798290630862
B07JMWQ41D,"Glueless Body Wave Lace Front Wig Human Hair Pre Plucked 5x5 Body Wave Lace Closure Wigs with Baby Hair 150% Density 10A Brazilian Virgin Hair Lace Wig Natural Color (12 Inch, 150% denisty)","Glueless Body Wave Lace Front Wig Human Hair Pre Plucked 5x5 Body Wave Lace Closure Wigs with Baby Hair 150% Density 10A Brazilian Virgin Hair Lace Wig Natural Color (12 Inch, 150% denisty)",,,2020-09-01,1,1.0,1.0,371.0,1.0,1.0,1.0,-0.5,-3.5,0.5,2.5673076923076925,0.7749999999999999,0.05222455963449992,0.0376606800456048,0.045670813819497114,False,0.8006006220729245
B07D324TZR,"Sprmal Eco-Friendly Natural Bamboo Charcoal Toothbrush-Pack of 5,Individually Numbered,Zero Plastic Packaging,Biodegradable Organic Bamboo Handle and BPA Free Soft Nylon Bristles for Sensitive Gums","Sprmal Eco-Friendly Natural Bamboo Charcoal Toothbrush-Pack of 5,Individually Numbered,Zero Plastic Packaging,Biodegradable Organic Bamboo Handle and BPA Free Soft Nylon Bristles for Sensitive Gums",,,2019-06-01,1,1.0,1.0,5.0,1.0,1.0,1.0,-0.5,-2.5,0.5,-0.9817850637522769,0.7713570127504553,0.051102236796830895,0.019908495953962355,0.03706505341754005,False,0.7983990112002448
B07QJFDMT9,VGTE 5D False Eyelashes Extension 7Pairs Dramatic Volumn Hand-Made Lashes for Women's Make Up Reusable Cruelty-Free Fake Eyelash,VGTE 5D False Eyelashes Extension 7Pairs Dramatic Volumn Hand-Made Lashes for Women's Make Up Reusable Cruelty-Free Fake Eyelash,,,2019-07-01,2,1.5,0.5,20.0,0.8850610541566769,0.9496094884384618,1.0,1.0,-3.5,-0.5,-0.9430199430199431,0.8386039886039887,0.05158100030840755,0.020844938101532293,0.037749772315313686,False,0.7976767839517558
B08BXVGX6F,AMAJULIE Non Slip Flexible Silicon Wigs Fix Strong Hold Comfort Silicone Lace Wig Grip Transparent Headband Hair Band Adjustable for Lace Wigs (Dark Brown),AMAJULIE Non Slip Flexible Silicon Wigs Fix Strong Hold Comfort Silicone Lace Wig Grip Transparent Headband Hair Band Adjustable for Lace Wigs (Dark Brown),,,2020-09-01,2,3.5,0.0,470.0,0.9122204358539258,0.9360755947514865,1.0,1.0,2.5,-1.0,1.422680412371134,0.8500000000000001,0.05222455963449992,0.0376606800456048,0.045670813819497114,False,0.7969770802359448
B08DNCR582,"Magnetic Eyelashes Kit,Magnetic Eyelashes and Eyeliner Kit,with Most Natural Look,12 Pairs Magnetic Eyelashes & 3 Magnetic Eyeliner,Reusable Magnetic Eyelashes,No Glue Need","Magnetic Eyelashes Kit,Magnetic Eyelashes and Eyeliner Kit,with Most Natural Look,12 Pairs Magnetic Eyelashes & 3 Magnetic Eyeliner,Reusable Magnetic Eyelashes,No Glue Need",,,2020-11-01,5,5.0,1.0,1118.6,0.8765486643638729,1.0,0.8,4.0,3.0,1.0,0.772741679873217,0.9545483359746434,0.05452646409660612,0.05369988415212671,0.05415450312159039,False,0.7967602594618995
B088D29XYP,"False Eyelashes with Eyeliner, Lash Glue Liner 3 Pairs Fluffy 3D Fake Eyelashes with Magic Eyeliner Pen Self-adhesive -No Glue No Magnet Needed-Strong Hold for False Lashes","False Eyelashes with Eyeliner, Lash Glue Liner 3 Pairs Fluffy 3D Fake Eyelashes with Magic Eyeliner Pen Self-adhesive -No Glue No Magnet Needed-Strong Hold for False Lashes",,,2022-02-01,1,1.0,1.0,21.0,1.0,1.0,1.0,-0.5,-2.5,0.5,-0.852112676056338,0.7454225352112676,0.05970919576026144,0.0758470626816298,0.06697123587487722,False,0.7964013191840484
B00X6P92OG,"OZNaturals Tinted Moisturizer, SPF 30 Sunscreen. Broad Spectrum Protection. Zinc Oxide + Minerals In This Tinted Sunscreen Protects, Moisturizes And Blends Well To Provide A Rich, Youthful Glow!","OZNaturals Tinted Moisturizer, SPF 30 Sunscreen. Broad Spectrum Protection. Zinc Oxide + Minerals In This Tinted Sunscreen Protects, Moisturizes And Blends Well To Provide A Rich, Youthful Glow!",,,2017-08-01,1,2.0,0.0,2.0,0.9661795100185694,0.9661795100185694,1.0,-0.75,-2.0,-0.5,-0.9824561403508771,0.8089912280701754,0.04820556425472656,0.02756174736806299,0.038915846655727955,False,0.7962480125224023
B088FS2542,"DAGEDA Brown 44 Pairs 4 PC 4D Eyebrow Transfers Stickers, Long Lasting Natural Waterproof Bionic Eyebrow Water Transfer Tattoo Eyebrow Sticker For Woman Man Makeup Tool（#JY16）","DAGEDA Brown 44 Pairs 4 PC 4D Eyebrow Transfers Stickers, Long Lasting Natural Waterproof Bionic Eyebrow Water Transfer Tattoo Eyebrow Sticker For Woman Man Makeup Tool（#JY16）",,,2020-10-01,1,1.0,1.0,8.0,0.9960093381605875,0.9960093381605875,1.0,-0.5,-3.5,0.5,-0.9444444444444444,0.7638888888888888,0.05308668047708837,0.03292411143648467,0.04401352440881671,False,0.7961775192397503
B07XX662TV,Vigorous Pink Lace Front Wigs for Women Bob Curly Pink Wig Wavy Light Pink Wig Free Part Cosplay Daily Party Wig Heat Resistant Synthetic Lace Front Wigs 16 Inch,Vigorous Pink Lace Front Wigs for Women Bob Curly Pink Wig Wavy Light Pink Wig Free Part Cosplay Daily Party Wig Heat Resistant Synthetic Lace Front Wigs 16 Inch,,,2020-03-01,1,2.0,0.0,1197.0,0.968576015826972,0.968576015826972,1.0,-0.6666666666666666,-2.333333333333333,-0.6666666666666666,6.343558282208589,0.8,0.05504981059319546,0.034264014098256086,0.045696202170472745,False,0.7958560358650111
B0743NSXL9,Duradry AM 2.3 OZ. 65g Mediclean Solid Stick Clinical Strength Deodorant Antiperspirant. Perfect Complement to Duradry PM. Block Sweat and Odor. Made in USA,Duradry AM 2.3 OZ. 65g Mediclean Solid Stick Clinical Strength Deodorant Antiperspirant. Perfect Complement to Duradry PM. Block Sweat and Odor. Made in USA,,,2019-01-01,1,1.0,1.0,15.0,0.9963656695172047,0.9963656695172047,1.0,-0.5,-3.5,0.5,-0.9360341151385928,0.7622068230277186,0.04981522816968604,0.018956192481276068,0.03592866210990155,False,0.7946689894044365
B01MR76X6K,"Made in Korea premium Nose hair trimmer for men & women, Manual nose and ear hair removal clippers","Made in Korea premium Nose hair trimmer for men & women, Manual nose and ear hair removal clippers",,,2017-06-01,1,1.0,1.0,13.0,1.0,1.0,1.0,-0.875,-3.0,0.375,-0.9321148825065274,0.7551729765013054,0.0470191692782297,0.02392484331544237,0.0366267225949754,False,0.7942872525145727
B088M5P8FN,"MUSE & Co Dazzling Rhinestone Stick On Nails, White Nails with Glitter Nails and Rhinestones ""French Sparkle"", Luxurious Elegant Nails, Squoval Medium Length Nails Press On Nails for Women and Girls Fake Nail Set 36pcs","MUSE & Co Dazzling Rhinestone Stick On Nails, White Nails with Glitter Nails and Rhinestones ""French Sparkle"", Luxurious Elegant Nails, Squoval Medium Length Nails Press On Nails for Women and Girls Fake Nail Set 36pcs",,,2020-09-01,1,2.0,0.0,1366.0,0.9818819692387933,0.9818819692387933,1.0,-0.5,-2.5,-0.5,3.751304347826087,0.7749999999999999,0.05222455963449992,0.0376606800456048,0.045670813819497114,False,0.7942593113065022
B085RS26YH,LUXEDIVA Brazilian Virgin Hair Straight 3 Bundles 10A Unprocessed Brazilian Short Straight Human Hair Weave Weft Natural Black 14 16 18,LUXEDIVA Brazilian Virgin Hair Straight 3 Bundles 10A Unprocessed Brazilian Short Straight Human Hair Weave Weft Natural Black 14 16 18,,,2021-12-01,1,2.0,0.0,57.0,1.0,1.0,1.0,-0.75,-1.75,-0.5,-0.7822349570200573,0.7376969914040115,0.05970123430937754,0.06982746857586374,0.06425803972929633,False,0.7940629538103973
B086VZZF6Y,Beard Straightener for Men Multifunctional Hair Styler Electric Heat Comb Dual-Voltage Beard Straightening Hot Comb Ionic Hair Straightening Brush for Men Stocking Stuffers Gifts for Him,Beard Straightener for Men Multifunctional Hair Styler Electric Heat Comb Dual-Voltage Beard Straightening Hot Comb Ionic Hair Straightening Brush for Men Stocking Stuffers Gifts for Him,,,2021-06-01,1,1.0,1.0,80.0,1.0,1.0,1.0,-0.5,-3.0,0.5,-0.782312925170068,0.7314625850340135,0.05995597760314177,0.08088343407612845,0.06937333301598578,False,0.7932716462109012
B074JBMWB3,"Colovis Exfoliant Foot Peel Mask, Aloe Vera Extract and Lavender Scented, Exfoliating Socks (2 Pack)","Colovis Exfoliant Foot Peel Mask, Aloe Vera Extract and Lavender Scented, Exfoliating Socks (2 Pack)",,,2018-01-01,3,1.0,1.0,58.666666666666664,0.7918695766548325,0.8705335766639659,1.0,2.0,-2.0,1.0,-0.6400817995910021,0.9280163599182005,0.05027518691509549,0.025445321723314842,0.0391017475787942,False,0.7925561039487573
B002BPY7H4,"Doo Gro Stimulating Oil, 4.5 oz","Doo Gro Stimulating Oil, 4.5 oz",,,2012-11-01,1,1.0,1.0,1443.0,0.9665480906297214,0.9665480906297214,1.0,-0.5,-3.5,0.5,1.0167714884696017,0.7749999999999999,0.04234531595160793,0.10209765335865557,0.06923386778477937,False,0.7924269118881193
B004SJZ0DG,"Vivite Vivite vibrance decollete therapy, 1.7oz, 1.7 Ounce","Vivite Vivite vibrance decollete therapy, 1.7oz, 1.7 Ounce",,,2015-09-01,2,2.0,0.5,207.0,0.8445473826218811,0.9233748031095915,1.0,1.0,-3.0,-0.5,2.980769230769231,0.8500000000000001,0.05258771790932874,0.0278249679457462,0.0414444804257166,False,0.7918978531522145
B0936GTH2B,"DARKLATER Tongue Scraper for Adults,Metal Tongue Cleaner,Tounge Scraper Cleaner,2 Pack…","DARKLATER Tongue Scraper for Adults,Metal Tongue Cleaner,Tounge Scraper Cleaner,2 Pack…",,,2021-08-01,2,3.0,1.0,551.5,0.9656892689910379,1.0,1.0,1.0,1.0,1.0,1.7301980198019802,0.7250000000000001,0.05959347191105532,0.08212283488418919,0.06973168524896556,False,0.7917097527873448
B0BHKV6QNZ,Bangs Hair Clip in Bangs 100% Real Human Hair Extensions Wispy Bangs Clip Hairpieces for Women Clip on Air Bangs Curved Bangs for Daily Wear (Dark Reddish Brown),Bangs Hair Clip in Bangs 100% Real Human Hair Extensions Wispy Bangs Clip Hairpieces for Women Clip on Air Bangs Curved Bangs for Daily Wear (Dark Reddish Brown),,,2022-12-01,1,1.0,1.0,2222.0,0.9447520070160473,0.9447520070160473,1.0,-0.8,-2.0,0.6,6.251958224543081,0.8200000000000001,0.050363183244534475,0.01736338128899202,0.035513272364540376,False,0.7909901933102975
B07WR9D48P,6 Pieces Black Stocking Wig Cap Stretchy Nylon Wig Caps Black Nylon Close End Wig Caps for Men and Women…,6 Pieces Black Stocking Wig Cap Stretchy Nylon Wig Caps Black Nylon Close End Wig Caps for Men and Women…,,,2023-02-01,1,1.0,1.0,2.0,0.9614149359111012,0.9614149359111012,1.0,-0.6666666666666666,-3.0,0.6666666666666667,-0.9640718562874252,0.792814371257485,0.04942047644944158,0.02673607867624614,0.03921249745150364,False,0.7905806950009822
B007OB34DS,"2- White SoapSavers w/ string lock. The new ""Soap on a Rope"". Exfoliating scrubber.","2- White SoapSavers w/ string lock. The new ""Soap on a Rope"". Exfoliating scrubber.",,,2018-05-01,1,1.0,1.0,13.0,0.961664668640739,0.961664668640739,1.0,-0.6666666666666666,-2.6666666666666665,0.6666666666666667,-0.9523227383863081,0.7904645476772616,0.04950061469472045,0.030362622067168037,0.040888518012321864,False,0.7903320486454223
B01K5LAKU8,PONY EFFECT Stay Put Eyestick (Overthinking) 0.8g,PONY EFFECT Stay Put Eyestick (Overthinking) 0.8g,,,2017-03-01,1,1.0,1.0,49.0,0.9944433639355963,0.9944433639355963,1.0,-0.5,-3.0,1.0,-0.8463949843260188,0.7442789968652037,0.047203926075539394,0.03160526893800399,0.04018453036364847,False,0.790152606148307
B0BBYDRKXP,"Zents Concreta, Firming Repair Balm and Solid Parfum (Anjou Fragrance), With Pure Organic Shea Butter and Organic Coconut Oil in Soapstone,1.25 fl oz","Zents Concreta, Firming Repair Balm and Solid Parfum (Anjou Fragrance), With Pure Organic Shea Butter and Organic Coconut Oil in Soapstone,1.25 fl oz",,,2021-05-01,1,1.0,1.0,329.0,0.9588366671825358,0.9588366671825358,1.0,-0.5,-3.0,1.0,3.3289473684210527,0.7749999999999999,0.05902974335143343,0.0803059022580765,0.0686040148594228,False,0.789633435742801
B08C4M618J,"Magnetic Eyeliner and Eyelashes Kit Self Adhesive Eyeliner Pen - 3D Natural Look Eyelash Without Magnet - Reusable Eye Lash with Waterproof Liner, Black, Applicator(5 Sets Lashes + 1 Pen Liners)","Magnetic Eyeliner and Eyelashes Kit Self Adhesive Eyeliner Pen - 3D Natural Look Eyelash Without Magnet - Reusable Eye Lash with Waterproof Liner, Black, Applicator(5 Sets Lashes + 1 Pen Liners)",,,2020-12-01,1,1.0,1.0,1135.0,0.9652608182272353,0.9652608182272353,1.0,-0.5,-2.5,0.5,4.218390804597701,0.7749999999999999,0.05405011726505951,0.051346648388737,0.052833556270714385,False,0.7895163198201395
B07SGCV4SP,"AIKIMUSE New Nude Eyeshadow Palette with 18 Pigment-Rich Shades, Gifts for Women,Long Lasting Wear Waterproof Multi Reflective Shimmer Matte Glitter Eye Shadow Makeup, Natural Velvet Texture Eye Shaow, Cruelty-Free","AIKIMUSE New Nude Eyeshadow Palette with 18 Pigment-Rich Shades, Gifts for Women,Long Lasting Wear Waterproof Multi Reflective Shimmer Matte Glitter Eye Shadow Makeup, Natural Velvet Texture Eye Shaow, Cruelty-Free",,,2020-11-01,2,5.0,1.0,3366.5,0.9430129354588095,1.0,1.0,1.0,1.0,1.0,28.27391304347826,0.7250000000000001,0.05452646409660612,0.05369988415212671,0.05415450312159039,False,0.7893731754682386
B08FR3QXYY,"Fountain of Truth Magic Wand Sculpting Eye Roller – Anti-Aging Eye Cream in a Skin Massager Tool –Wrinkle, Dark Circle & Puffiness Treatment – Clean, Natural & Efficacious Beauty & Skin Care Products","Fountain of Truth Magic Wand Sculpting Eye Roller – Anti-Aging Eye Cream in a Skin Massager Tool –Wrinkle, Dark Circle & Puffiness Treatment – Clean, Natural & Efficacious Beauty & Skin Care Products",,,2020-12-01,2,4.0,0.0,1838.5,0.9387859652476478,1.0,1.0,1.0,-1.0,-1.0,9.943452380952381,0.7250000000000001,0.05405011726505951,0.051346648388737,0.052833556270714385,False,0.7891750334406071
B0863FZFPV,NOBLE Wigs for White Women Purple Lace Wigs for Black Women 27 Inch Long Curly Wavy Colored Wigs Middle Part Heat Resistant Synthetic Ombre Purple Wavy Wigs for Daily Party Cosplay Use,NOBLE Wigs for White Women Purple Lace Wigs for Black Women 27 Inch Long Curly Wavy Colored Wigs Middle Part Heat Resistant Synthetic Ombre Purple Wavy Wigs for Daily Party Cosplay Use,,,2021-03-01,2,4.0,0.0,530.0,0.892759879620435,1.0,1.0,1.0,-1.0,-1.0,6.162162162162162,0.7250000000000001,0.05545207860470101,0.04894388866782656,0.05252339313310751,False,0.7891285089699661
B00I2XHRFI,Extra Virgin Siberian Pine Nut Oil 3.4 fl oz/100 ml,Extra Virgin Siberian Pine Nut Oil 3.4 fl oz/100 ml,,,2016-06-01,1,1.0,1.0,73.0,0.9685997619330695,0.9685997619330695,1.0,-0.5,-3.5,0.5,8.125,0.7749999999999999,0.043609314010437994,0.031962711435609366,0.038368342851765116,False,0.7885151681043391
B09CTBZVD6,NEOGEN DERMALOGY Cica repair snail essence,NEOGEN DERMALOGY Cica repair snail essence,,,2021-10-01,3,4.666666666666667,0.6666666666666666,1143.3333333333333,0.880204161802523,1.0,1.0,2.0,-0.33333333333333304,-0.33333333333333337,2.098464317976513,0.7083333333333333,0.059682634214919275,0.08699728431011071,0.07197422675775542,False,0.7878794673469967
B076YC6TQY,Take This Stylish But TOUGH New Bright 1:14 Radio Control Polaris ATV - RED For A Fast Spin Features Aggressive Polaris Styling Details,Take This Stylish But TOUGH New Bright 1:14 Radio Control Polaris ATV - RED For A Fast Spin Features Aggressive Polaris Styling Details,,,2018-12-01,6,1.0,1.0,373.0,1.0,1.0,1.0,5.0,-4.0,0.0,0.8934010152284264,0.7286802030456854,0.05039522084579476,0.02112499716295478,0.03722362018851677,False,0.7877535937896989
B07GCCM6JD,"FIXY Large Empty Magnetic Makeup Palette with Mirror, Perfect Travel Makeup Organizer","FIXY Large Empty Magnetic Makeup Palette with Mirror, Perfect Travel Makeup Organizer",,,2020-11-01,2,3.0,0.0,1062.0,0.8733671518112751,0.9053793351678745,1.0,1.0,-2.0,-1.0,19.037735849056602,0.8500000000000001,0.05452646409660612,0.05369988415212671,0.05415450312159039,False,0.7875059427769946
B07V682PR5,TLM Color Changing Warm Skin Tone Foundation Makeup Base Natrual Face Moisturizing Liquid Cover Concealer (30ML),TLM Color Changing Warm Skin Tone Foundation Makeup Base Natrual Face Moisturizing Liquid Cover Concealer (30ML),,,2020-07-01,1,1.0,1.0,16.0,0.9781133943382551,0.9781133943382551,1.0,-0.5,-3.5,0.5,-0.889273356401384,0.7528546712802768,0.05163100268409368,0.03389677751098572,0.0436506013561951,False,0.7871009460418877
B09CLNDMXX,By Terry Hyaluronic Pressed Hydra-Powder | Transcluscent | Infused with Hyaluronic Acid | Vegan,By Terry Hyaluronic Pressed Hydra-Powder | Transcluscent | Infused with Hyaluronic Acid | Vegan,,,2022-08-01,1,5.0,1.0,3664.0,1.0,1.0,1.0,-0.6666666666666666,2.0,0.33333333333333337,8.475862068965517,0.7166666666666666,0.05385798886878531,0.04712948193534184,0.05083016074873575,False,0.786791190778977
B08KGC41YF,"Disposable Black Face Shield 50pcs 3 Ply Safety Mouth-covering,Breathable Dust Proof Personal Protection for Adult,Indoor and Outdoor Use","Disposable Black Face Shield 50pcs 3 Ply Safety Mouth-covering,Breathable Dust Proof Personal Protection for Adult,Indoor and Outdoor Use",,,2021-02-01,1,1.0,1.0,47.0,0.9748602642796969,0.9748602642796969,1.0,-0.5,-3.0,0.5,-0.8712328767123287,0.7492465753424657,0.05598837576999576,0.0521915973683057,0.05427982548923524,False,0.7866547101568956
B004X172AS,Aviator Abdominal Toning Cream,Aviator Abdominal Toning Cream,,,2012-03-01,2,1.0,1.0,1153.0,0.8649969008726941,1.0,1.0,1.0,-1.0,1.0,2.5045592705167175,0.7250000000000001,0.037397645689147815,0.03130276782357329,0.03465495064963928,False,0.786448242597446
B07SLTPBD1,"Eye Embrace 2 Pack Light Gray Eyebrow Powder, Hair Powder, Root Cover-Up Bundle: Warm Betty and Cool Helen","Eye Embrace 2 Pack Light Gray Eyebrow Powder, Hair Powder, Root Cover-Up Bundle: Warm Betty and Cool Helen",,,2021-06-01,1,1.0,1.0,12.0,0.9593491356148653,0.9593491356148653,1.0,-0.5,-3.5,0.5,-0.9298245614035088,0.7609649122807017,0.05995597760314177,0.08088343407612845,0.06937333301598578,False,0.7864194254877761
B07WYC5M8K,Magnetic Eyeliner and Eyelash Kit Natural Look Waterproof and Smudge Resistant No Glue Easier To Use Than Traditional Magnetic Eyelashes,Magnetic Eyeliner and Eyelash Kit Natural Look Waterproof and Smudge Resistant No Glue Easier To Use Than Traditional Magnetic Eyelashes,,,2020-06-01,1,1.0,1.0,4.0,0.9359507000012518,0.9359507000012518,1.0,-0.75,-2.25,0.5,-0.983640081799591,0.8092280163599183,0.053512378276673565,0.030640251884621928,0.04321992140025033,False,0.7863727373004552
