business_id,business_name,product_title,product_id,review_month,review_id,user_id,review_date,review_title,verified_purchase,stars,anomaly_score,fraud_like_score,review_length,word_count,useful,funny,cool,is_extreme_rating,rating_deviation_from_business_average,rating_deviation_from_product_average,reviewer_average_rating,reviewer_review_count,reviewer_extreme_rating_share,reviewer_five_star_share,reviewer_one_star_share,uppercase_share,repeated_character_flag,avg_word_length,no_space_ratio,generic_praise_flag,html_break_count,text_formatting_anomaly_flag,sentence_count,avg_sentence_length,sentence_length_variability,first_person_flag,concrete_detail_flag,balanced_pros_cons_flag,specific_experience_flag,repeated_promotional_language_flag,synthetic_templated_language_score,synthetic_language_signal,low_star_manipulation_signal,near_duplicate_review_count,very_short_five_star_signal,high_rating_short_text_signal,extreme_deviation_signal,duplicate_text_signal,burst_signal,extreme_cluster_signal,density_signal,unverified_high_rating_signal,reviewer_extreme_signal,bot_text_signal,complaint_only_discount,fraud_signal_count,review_text,review_text_preview
B000GBICYE,Precision Clean Oral-B Vitality Rechargeable Electric Toothbrush,Precision Clean Oral-B Vitality Rechargeable Electric Toothbrush,B000GBICYE,2014-12-01,638de29e3b5ff33aee415836fe77673c82cf24fdc0f8d162648a421550fe5f4e,AFNXAGCG2F3LTGE7I5GWAXMWXAQQ,2014-12-09,this is the one,True,5.0,0.07514764962568543,0.7312655900450767,55.0,11.0,0.0,0.0,0.0,1.0,0.6237623762376234,0.6237623762376234,5.0,1.0,1.0,1.0,0.0,0.023255813953488372,0.0,5.0,0.2,0.0,0.0,0.0,2.0,5.5,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.21,0.0,1.0,1,1.0,1.0,0.2079207920792078,0.0,0.25,1.0,0.6666666666666666,0.0,1.0,0.2,0.0,4.0,mine has been going for years now.  Well worth the cost,mine has been going for years now.  Well worth the cost
B000GBICYE,Precision Clean Oral-B Vitality Rechargeable Electric Toothbrush,Precision Clean Oral-B Vitality Rechargeable Electric Toothbrush,B000GBICYE,2014-12-01,c25f09cac5822c9b445bb18db8a35010004e0ee85617408f10149e9b97930d51,AH6OUXFPGICIGPCSNDP7XYDSYLOA,2014-12-31,"Works great, very convenient",True,5.0,0.2178555024025903,0.6631078038941959,80.0,14.0,0.0,0.0,0.0,1.0,0.6237623762376234,0.6237623762376234,5.0,1.0,1.0,1.0,0.0,0.03225806451612903,0.0,5.714285714285714,0.22857142857142856,1.0,0.0,0.0,2.0,7.0,0.42857142857142855,1.0,0.0,0.0,1.0,0.0,0.16142857142857145,0.0,1.0,1,0.0,1.0,0.2079207920792078,0.0,0.25,1.0,0.6666666666666666,0.0,1.0,1.0,0.0,4.0,"I bought this to use for brushing my dog's teeth.  Works great, very convenient!","I bought this to use for brushing my dog's teeth.  Works great, very convenient!"
B000GBICYE,Precision Clean Oral-B Vitality Rechargeable Electric Toothbrush,Precision Clean Oral-B Vitality Rechargeable Electric Toothbrush,B000GBICYE,2014-12-01,88a9ad989180607d3d6b7edd77d989df1d2c9b16d7a0e1c151442c57523091ea,AGSD3SQHDWJNRH2BUYKYFVORBTFQ,2014-12-06,watch out,True,1.0,0.90481139200796,0.6628478058674627,12.0,1.0,0.0,0.0,0.0,1.0,3.3762376237623766,-3.3762376237623766,1.0,1.0,1.0,0.0,1.0,0.08333333333333333,0.0,12.0,0.48,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.0,1.0,1,0.0,0.0,1.0,0.0,0.25,1.0,0.6666666666666666,0.0,1.0,0.48,0.0,3.0,Discontinued,Discontinued
B000GBMYC0,"Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975","Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975",B000GBMYC0,2010-02-01,0fd3378bd77dea9beb22f6d5b68dc37456db7f0871b5cc9d5db95d4dc6926aeb,AEIGNZ22RO4BWBIT2FYYXMDVJVIQ,2010-02-16,"The original lasted for 2 years, but this one 3 months",True,1.0,0.8158845992058034,0.7315884599205804,623.0,126.0,5.0,0.0,0.0,1.0,3.4803278688524593,-3.4803278688524593,1.0,1.0,1.0,0.0,1.0,0.08639308855291576,0.0,4.944444444444445,0.19777777777777777,0.0,9.0,1.0,11.0,11.454545454545455,0.5399159159268238,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,5.0,"I bought the pack on amazon from this vendor for my 8985. When installed, it didn't seem to fit perfectly as the original one. When shaving, you can tell it is not close to the skin as before.

I shave everyday. 3 months later, some areas of my neck I shave started to feel itchy and painful at times, esp. when shaving. After awhile, I notice that the foil has 2 holes on it. HOW CAN THIS HAPPEN FOR ONLY 3 MONTHS?

I still miss the original one comes w/ the shaver, close, smooth and lasted for 2 years.

I bought this pack for the price but now I am going to thrown in 50% more to get it in store. Let's see how it goes.","I bought the pack on amazon from this vendor for my 8985. When installed, it didn't seem to fit perfectly as the original one. When shaving, you can tell it is not close to the skin as before.

I shave everyday. 3 months later, some areas of my neck I shave started to feel itchy and painful at times, esp. when shaving. After awhile, I notice that the foil has 2 holes on it. HOW CAN THIS HAPPEN FOR ONLY 3 MONTHS?

I still miss the original one comes w/ the shaver, close, smooth and lasted for 2 years.

I bought this pack for the price but now I am going to thrown in 50% more to get it in store. Let's see how it goes."
B000GBMYC0,"Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975","Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975",B000GBMYC0,2010-02-01,1dcb59e701de2b10387e323c5941fa527a5d86510ddfb374275a22c7ea440153,AHEIJP643CO2ZK2CPE6YPPVP3L6Q,2010-02-17,PERFECT,True,5.0,0.2532077819846062,0.6729971658889984,101.0,19.0,0.0,0.0,0.0,1.0,0.5196721311475407,0.5196721311475407,5.0,1.0,1.0,1.0,0.0,0.0,0.0,5.315789473684211,0.21263157894736842,1.0,0.0,0.0,3.0,6.333333333333333,0.6902566867686316,1.0,0.0,0.0,0.0,0.0,0.26063157894736844,0.0,1.0,1,0.0,1.0,0.1732240437158469,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,5.0,love it use it need it and got it for the best price....just what the doctor ordered....i'll be back!,love it use it need it and got it for the best price....just what the doctor ordered....i'll be back!
B000GBMYC0,"Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975","Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975",B000GBMYC0,2015-10-01,2cdf4baa0f631df00cd466c2ca3e8fd7dadbb1e988af20cdb2942d489774f43d,AGD4RKHMQBTGJKCO6TFD37FVZU4A,2015-10-04,Accurate and Works Well,True,5.0,0.25893020549690393,0.7015711626261931,49.0,7.0,0.0,0.0,0.0,1.0,0.5196721311475407,0.5196721311475407,5.0,1.0,1.0,1.0,0.0,0.04878048780487805,0.0,7.0,0.28,0.0,0.0,0.0,2.0,3.5,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.314,0.0,1.0,1,1.0,1.0,0.1732240437158469,0.0,0.16666666666666666,0.6666666666666666,0.5,0.0,1.0,0.28,0.0,3.0,Exactly what the description says. Worked nicely.,Exactly what the description says. Worked nicely.
B000GBMYC0,"Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975","Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975",B000GBMYC0,2015-10-01,23d44e94a25a8ee5fbcfef5e16b817d0629833f3001b110209b38921698b0bd9,AH3DT45UFQ272FFJPVWNXTGMHJOA,2015-10-03,Five Stars,True,5.0,0.20518277816926922,0.6778964198934296,20.0,5.0,0.0,0.0,0.0,1.0,0.5196721311475407,0.5196721311475407,5.0,1.0,1.0,1.0,0.0,0.06666666666666667,0.0,4.0,0.16,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.0,1.0,1,1.0,1.0,0.1732240437158469,0.0,0.16666666666666666,0.6666666666666666,0.5,0.0,1.0,0.16,0.0,3.0,A renewal - they fit,A renewal - they fit
B000GBMYC0,"Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975","Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975",B000GBMYC0,2020-11-01,e6a34fbe2142e0c0503adb3f411396767deb788fcb671ec4a2d7e4b96362e2d0,AHJGDRCSBG5O5GTXKZU4USVEKSTA,2020-11-22,Gift,True,5.0,0.3134785928643441,0.7403593346962705,28.0,4.0,0.0,0.0,0.0,1.0,0.5196721311475407,0.5196721311475407,5.0,1.0,1.0,1.0,0.0,0.08695652173913043,0.0,7.0,0.28,0.0,0.0,0.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.314,0.0,1.0,1,1.0,1.0,0.1732240437158469,0.0,0.16666666666666666,1.0,0.5,0.0,1.0,0.28,0.0,4.0,Gift. Recipient was pleased.,Gift. Recipient was pleased.
B000GBMYC0,"Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975","Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975",B000GBMYC0,2020-11-01,9c56a5f44c415d9261a279b4b7b0d7668119fa9ddeae076c7f5515ee7d0e617a,AHEBSZOEVH4RWFN4XLSUWV6KYPLQ,2020-11-22,Super purchase,True,5.0,0.06799302857582831,0.7048307782674188,26.0,5.0,0.0,0.0,0.0,1.0,0.5196721311475407,0.5196721311475407,5.0,1.0,1.0,1.0,0.0,0.05,0.0,5.2,0.20800000000000002,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3104,0.0,1.0,1,1.0,1.0,0.1732240437158469,0.0,0.16666666666666666,1.0,0.5,0.0,1.0,0.20800000000000002,0.0,4.0,Great value and easy fix!!,Great value and easy fix!!
B000GBMYC0,"Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975","Braun 8000 360 Complete Foil/Cutter Block for Models 8995, 8985, 8975",B000GBMYC0,2020-11-01,013beb8f9a83f71d87bdca2bdabb51bcd979c1086511a4e45e6156c0316ae105,AEIYFT2NJDSQQOP6WPYXLR7ZKD5Q,2020-11-08,Perfect fit and Replacement for Braun 8985,True,5.0,0.10729136572965461,0.7036406119828016,72.0,12.0,0.0,0.0,0.0,1.0,0.5196721311475407,0.5196721311475407,5.0,1.0,1.0,1.0,0.0,0.03571428571428571,0.0,6.0,0.24,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11199999999999999,0.0,1.0,1,1.0,1.0,0.1732240437158469,0.0,0.16666666666666666,1.0,0.5,0.0,1.0,0.24,0.0,4.0,As described and an exact replacement for my Braun 8985 electric shaver.,As described and an exact replacement for my Braun 8985 electric shaver.
